
LIVE RUNTIME
Keyboard + TCP input enabled (port 5557)
Ctrl+C to quit | type 'help' for commands
--------------------------------------------------------------------------------
[CMD] Listening on 127.0.0.1:5557

--------------------------------------------------------------------------------
t=1.00s | state=awake
ASSEMBLY ID                                                    ACT         FR
association_cortex:L5_PYRAMIDAL:COMPETITIVE_SELECTION_UNITS:0     0.0191     0.0227
association_cortex:L5_PYRAMIDAL:STABLE_PATTERN_UNITS:0      0.0191     0.0227
bla:PYRAMIDAL_CELLS:0                                       0.0142     0.0106
ca1:PYRAMIDAL_CELLS:0                                       0.0145     0.0111
ca3:PYRAMIDAL_CELLS:0                                       0.0152     0.0130
cerebellar_cortex:GRANULE_CELLS:0                           0.0139     0.0098
cerebellar_cortex:GRANULE_CELLS:1                           0.0137     0.0093
cerebellar_cortex:GRANULE_CELLS:2                           0.0139     0.0098
cerebellar_cortex:GRANULE_CELLS:3                           0.0140     0.0100
cerebellar_cortex:INTERNEURONS:0                            0.0140     0.0099
corpus_callosum:CALLOSAL_FIBERS:0                           0.0140     0.0099
corpus_callosum:CALLOSAL_FIBERS:1                           0.0142     0.0105
dentate_gyrus:GRANULE_CELLS:0                               0.0138     0.0095
dentate_gyrus:GRANULE_CELLS:1                               0.0139     0.0096
gpe:OUTPUT_NEURONS:COMPETITOR_SUPPRESSORS:0                 0.0102     0.0004
gpe:OUTPUT_NEURONS:EXPLORATORY_MODULATORS:0                 0.0112     0.0031
gpi:OUTPUT_NEURONS:SELECTIVE_RELEASE_UNITS:0                0.0122     0.0054
gpi:OUTPUT_NEURONS:TONIC_SUPPRESSORS:0                      0.0109     0.0023
inferior_colliculus:CENTRAL_NUCLEUS:0                       0.0142     0.0103
inferior_colliculus:EXTERNAL_CORTEX:0                       0.0139     0.0098
insula:INTERNEURONS:0                                       0.0138     0.0094
insula:L2_3_PYRAMIDAL:0                                     0.0141     0.0102
insula:L5_PYRAMIDAL:0                                       0.0137     0.0093
lgn:RELAY_CELLS:0                                           0.0154     0.0134
m1:INTERNEURONS:0                                           0.0142     0.0104
m1:L2_3_PYRAMIDAL:0                                         0.0136     0.0090
m1:L5_PYRAMIDAL:0                                           0.0138     0.0094
md:RELAY_CELLS:ATTENTIONAL_AMPLIFIERS:0                     0.0306     0.0813
md:RELAY_CELLS:FLEXIBILITY_GATES:0                          0.0304     0.0857
md:RELAY_CELLS:NOISE_FILTERS:0                              0.0291     0.0472
md:RELAY_CELLS:PERSISTENCE_GATES:0                          0.0387     0.0707
mgb:RELAY_CELLS:0                                           0.0168     0.0170
pfc:INTERNEURONS:ADAPTIVE_INHIBITORS:0                      0.0337     0.0584
pfc:INTERNEURONS:FAST_SPIKING:0                             0.0336     0.0582
pfc:INTERNEURONS:GLOBAL_DAMPENERS:0                         0.0333     0.0575
pfc:L2_3_PYRAMIDAL:ASSOCIATIVE_INTEGRATORS:0                0.0336     0.0583
pfc:L2_3_PYRAMIDAL:CONTEXT_MAINTAINERS:0                    0.0338     0.0586
pfc:L2_3_PYRAMIDAL:DISTRACTOR_SUPPRESSORS:0                 0.0334     0.0577
pfc:L5_PYRAMIDAL:ACTION_PLANNERS:0                          0.0334     0.0578
pfc:L5_PYRAMIDAL:COMPETING_POLICY_ENCODERS:0                0.0336     0.0583
pfc:L5_PYRAMIDAL:INHIBITORY_CONTROL_DRIVERS:0               0.0338     0.0587
pfc:L6_PYRAMIDAL:STATE_MONITORS:0                           0.0333     0.0575
pfc:L6_PYRAMIDAL:THALAMIC_GATES:0                           0.0336     0.0989
pons:MIXED_NEURONS:0                                        0.0140     0.0100
pulvinar:RELAY_CELLS:CROSS_MODAL_ALIGNMENT_UNITS:0          0.0181     0.0048
pulvinar:RELAY_CELLS:SALIENCE_RELAY_UNITS:0                 0.0178     0.0039
pulvinar:RELAY_CELLS:VISUAL_COORDINATION_UNITS:0            0.0175     0.0060
s1:INTERNEURONS:0                                           0.0153     0.0132
s1:L2_3_PYRAMIDAL:0                                         0.0157     0.0141
s1:L2_3_PYRAMIDAL:1                                         0.0157     0.0141
s1:L4_EXCITATORY:0                                          0.0158     0.0144
s1:L4_EXCITATORY:1                                          0.0156     0.0140
s1:L5_PYRAMIDAL:0                                           0.0159     0.0148
s1:L6_PYRAMIDAL:0                                           0.0158     0.0143
stn:EXCITATORY_NEURONS:GLOBAL_INTERRUPT_UNITS:0             0.0130     0.0075
stn:EXCITATORY_NEURONS:PRECISION_TIMING_UNITS:0             0.0129     0.0073
striatum:D1_MSN:0                                           0.0261     0.0398
striatum:D2_MSN:0                                           0.0262     0.0400
subiculum:PYRAMIDAL_CELLS:0                                 0.0147     0.0117
superior_colliculus:DEEP_MOTOR:0                            0.0140     0.0099
superior_colliculus:INTERNEURONS:0                          0.0138     0.0096
superior_colliculus:SUPERFICIAL_VISUAL:0                    0.0139     0.0096
trn:GABAERGIC_NEURONS:FOCUSED_GATE_UNITS:0                  0.0148     0.0038
trn:GABAERGIC_NEURONS:GLOBAL_SUPPRESSION_UNITS:0            0.0144     0.0044
trn:GABAERGIC_NEURONS:RHYTHMIC_PACING_UNITS:0               0.0145     0.0027
v1:INTERNEURONS:0                                           0.0162     0.0155
v1:L2_3_PYRAMIDAL:0                                         0.0167     0.0167
v1:L2_3_PYRAMIDAL:1                                         0.0167     0.0167
v1:L4_EXCITATORY:0                                          0.0165     0.0160
v1:L4_EXCITATORY:1                                          0.0166     0.0163
v1:L5_PYRAMIDAL:0                                           0.0163     0.0156
v1:L6_PYRAMIDAL:0                                           0.0168     0.0169
vpl:RELAY_CELLS:0                                           0.0133     0.0083
vpm:RELAY_CELLS:0                                           0.0136     0.0091
--------------------------------------------------------------------------------
last: Ready.
> 
Stopped.
